Sec,Ah,V,A,S,D 
13.49,10.0,58.77,0.0,0.0,0.0
13.7,16.0,66.77,0.0,0.0,0.0
13.91,16.0,67.77,0.0,0.0,0.0
14.13,12.0,64.77,0.0,0.0,0.0
14.34,16.0,64.77,0.0,0.0,0.0
14.55,21.0,63.77,0.0,0.0,0.0
14.76,17.0,64.77,0.0,0.0,0.0
14.98,13.0,60.77,0.0,0.0,0.0
15.18,16.0,58.77,0.0,0.0,0.0
15.39,9.0,58.77,0.0,0.0,0.0
15.61,21.0,65.77,0.0,0.0,0.0
15.83,10.0,66.77,0.0,0.0,0.0
16.04,7.0,68.77,0.0,0.0,0.0
16.25,13.0,62.77,0.0,0.0,0.0
16.46,12.0,63.77,0.0,0.0,0.0
16.66,10.0,61.77,0.0,0.0,0.0
16.87,10.0,67.77,0.0,0.0,0.0
17.08,13.0,60.77,0.0,0.0,0.0
17.28,16.0,67.77,0.0,0.0,0.0
17.49,8.0,63.77,0.0,0.0,0.0
17.7,15.0,61.77,0.0,0.0,0.0
17.9,9.0,68.77,0.0,0.0,0.0
18.11,15.0,67.77,0.0,0.0,0.0
18.33,16.0,60.77,0.0,0.0,0.0
18.54,6.0,63.77,0.0,0.0,0.0
18.76,9.0,63.77,0.0,0.0,0.0
18.98,11.0,60.77,0.0,0.0,0.0
19.18,18.0,59.77,0.0,0.0,0.0
19.39,17.0,66.77,0.0,0.0,0.0
19.6,20.0,66.77,0.0,0.0,0.0
19.81,5.0,58.77,0.0,0.0,0.0
20.01,11.0,62.77,0.0,0.0,0.0
20.23,12.0,61.77,0.0,0.0,0.0
20.43,5.0,59.77,0.0,0.0,0.0
20.65,15.0,60.77,0.0,0.0,0.0
20.86,5.0,61.77,0.0,0.0,0.0
21.08,6.0,59.77,0.0,0.0,0.0
21.29,5.0,68.77,0.0,0.0,0.0
21.5,19.0,68.77,0.0,0.0,0.0
21.71,15.0,60.77,0.0,0.0,0.0
21.92,10.0,59.77,0.0,0.0,0.0
22.12,6.0,67.77,0.0,0.0,0.0
22.33,10.0,66.77,0.0,0.0,0.0
22.54,17.0,58.77,0.0,0.0,0.0
22.76,6.0,58.77,0.0,0.0,0.0
22.98,20.0,64.77,0.0,0.0,0.0
23.18,15.0,61.77,0.0,0.0,0.0
23.4,7.0,58.77,0.0,0.0,0.0
23.61,10.0,64.77,0.0,0.0,0.0
23.83,11.0,59.77,0.0,0.0,0.0
24.04,7.0,59.77,0.0,0.0,0.0
24.25,20.0,58.77,0.0,0.0,0.0
24.45,14.0,64.77,0.0,0.0,0.0
24.65,14.0,66.77,0.0,0.0,0.0
24.86,21.0,66.77,0.0,0.0,0.0
25.08,12.0,61.77,0.0,0.0,0.0
25.28,17.0,59.77,0.0,0.0,0.0
25.48,14.0,67.77,0.0,0.0,0.0
25.7,13.0,61.77,0.0,0.0,0.0
25.9,18.0,66.77,0.0,0.0,0.0
26.1,20.0,58.77,0.0,0.0,0.0
26.32,6.0,65.77,0.0,0.0,0.0
26.52,11.0,65.77,0.0,0.0,0.0
26.73,6.0,67.77,0.0,0.0,0.0
26.93,9.0,60.77,0.0,0.0,0.0
27.13,8.0,65.77,0.0,0.0,0.0
27.34,13.0,58.77,0.0,0.0,0.0
27.54,17.0,60.77,0.0,0.0,0.0
27.74,20.0,68.77,0.0,0.0,0.0
27.96,12.0,65.77,0.0,0.0,0.0
28.16,11.0,60.77,0.0,0.0,0.0
28.37,14.0,66.77,0.0,0.0,0.0
28.58,21.0,64.77,0.0,0.0,0.0
28.79,18.0,62.77,0.0,0.0,0.0
29.0,17.0,68.77,0.0,0.0,0.0
29.21,16.0,63.77,0.0,0.0,0.0
29.42,9.0,65.77,0.0,0.0,0.0
29.63,8.0,59.77,0.0,0.0,0.0
29.84,18.0,67.77,0.0,0.0,0.0
30.05,5.0,59.77,0.0,0.0,0.0
30.26,10.0,64.77,0.0,0.0,0.0
30.47,18.0,62.77,0.0,0.0,0.0
30.68,17.0,66.77,0.0,0.0,0.0
30.89,7.0,58.77,0.0,0.0,0.0
31.11,21.0,58.77,0.0,0.0,0.0
31.31,6.0,67.77,0.0,0.0,0.0
31.53,6.0,67.77,0.0,0.0,0.0
31.75,21.0,64.77,0.0,0.0,0.0
31.96,20.0,67.77,0.0,0.0,0.0
32.18,12.0,65.77,0.0,0.0,0.0
32.4,11.0,61.77,0.0,0.0,0.0
32.61,10.0,62.77,0.0,0.0,0.0
32.82,21.0,60.77,0.0,0.0,0.0
33.03,18.0,62.77,0.0,0.0,0.0
33.25,15.0,64.77,0.0,0.0,0.0
33.46,11.0,67.77,0.0,0.0,0.0
33.66,9.0,66.77,0.0,0.0,0.0
33.88,9.0,60.77,0.0,0.0,0.0
34.08,17.0,63.77,0.0,0.0,0.0
34.29,19.0,65.77,0.0,0.0,0.0
34.51,21.0,61.77,0.0,0.0,0.0
34.73,20.0,66.77,0.0,0.0,0.0
34.93,16.0,65.77,0.0,0.0,0.0
35.13,16.0,62.77,0.0,0.0,0.0
35.34,17.0,63.77,0.0,0.0,0.0
35.56,17.0,66.77,0.0,0.0,0.0
35.78,18.0,59.77,0.0,0.0,0.0
35.99,21.0,65.77,0.0,0.0,0.0
36.2,8.0,63.77,0.0,0.0,0.0
36.41,11.0,67.77,0.0,0.0,0.0
36.61,14.0,67.77,0.0,0.0,0.0
36.83,17.0,64.77,0.0,0.0,0.0
37.05,18.0,61.77,0.0,0.0,0.0
37.26,18.0,62.77,0.0,0.0,0.0
37.46,17.0,61.77,0.0,0.0,0.0
37.68,21.0,62.77,0.0,0.0,0.0
37.89,20.0,61.77,0.0,0.0,0.0
38.1,9.0,62.77,0.0,0.0,0.0
38.31,13.0,58.77,0.0,0.0,0.0
38.53,16.0,62.77,0.0,0.0,0.0
38.74,10.0,66.77,0.0,0.0,0.0
38.94,15.0,60.77,0.0,0.0,0.0
39.16,9.0,65.77,0.0,0.0,0.0
39.38,5.0,68.77,0.0,0.0,0.0
39.59,18.0,58.77,0.0,0.0,0.0
39.8,9.0,60.77,0.0,0.0,0.0
40.01,14.0,58.77,0.0,0.0,0.0
40.21,10.0,60.77,0.0,0.0,0.0
40.41,21.0,67.77,0.0,0.0,0.0
40.62,16.0,60.77,0.0,0.0,0.0
40.83,5.0,62.77,0.0,0.0,0.0
41.03,7.0,61.77,0.0,0.0,0.0
41.25,15.0,62.77,0.0,0.0,0.0
41.45,14.0,68.77,0.0,0.0,0.0
41.66,12.0,58.77,0.0,0.0,0.0
41.87,21.0,63.77,0.0,0.0,0.0
42.08,17.0,66.77,0.0,0.0,0.0
42.29,11.0,63.77,0.0,0.0,0.0
42.49,5.0,58.77,0.0,0.0,0.0
42.7,17.0,68.77,0.0,0.0,0.0
42.9,21.0,59.77,0.0,0.0,0.0
43.1,10.0,58.77,0.0,0.0,0.0
0.2,18.0,67.77,0.0,0.0,0.0
0.42,8.0,60.77,0.0,0.0,0.0
0.64,6.0,61.77,0.0,0.0,0.0
0.85,11.0,59.77,0.0,0.0,0.0
1.06,5.0,67.77,0.0,0.0,0.0
1.26,17.0,59.77,0.0,0.0,0.0
1.47,19.0,62.77,0.0,0.0,0.0
1.69,16.0,63.77,0.0,0.0,0.0
1.9,13.0,66.77,0.0,0.0,0.0
2.1,6.0,62.77,0.0,0.0,0.0
2.32,13.0,60.77,0.0,0.0,0.0
2.54,18.0,61.77,0.0,0.0,0.0
2.75,17.0,61.77,0.0,0.0,0.0
2.97,13.0,68.77,0.0,0.0,0.0
3.19,21.0,66.77,0.0,0.0,0.0
3.4,18.0,64.77,0.0,0.0,0.0
3.62,8.0,66.77,0.0,0.0,0.0
3.82,21.0,62.77,0.0,0.0,0.0
4.04,11.0,64.77,0.0,0.0,0.0
4.25,12.0,62.77,0.0,0.0,0.0
4.47,20.0,61.77,0.0,0.0,0.0
4.67,14.0,60.77,0.0,0.0,0.0
4.88,17.0,60.77,0.0,0.0,0.0
5.1,18.0,59.77,0.0,0.0,0.0
5.31,13.0,64.77,0.0,0.0,0.0
5.52,13.0,61.77,0.0,0.0,0.0
5.74,10.0,64.77,0.0,0.0,0.0
5.94,10.0,66.77,0.0,0.0,0.0
6.15,9.0,59.77,0.0,0.0,0.0
6.35,10.0,58.77,0.0,0.0,0.0
6.55,8.0,59.77,0.0,0.0,0.0
6.76,17.0,58.77,0.0,0.0,0.0
6.98,17.0,61.77,0.0,0.0,0.0
7.2,12.0,66.77,0.0,0.0,0.0
7.41,5.0,60.77,0.0,0.0,0.0
7.61,6.0,60.77,0.0,0.0,0.0
7.83,21.0,62.77,0.0,0.0,0.0
8.04,15.0,68.77,0.0,0.0,0.0
8.25,11.0,62.77,0.0,0.0,0.0
8.45,13.0,64.77,0.0,0.0,0.0
8.67,17.0,61.77,0.0,0.0,0.0
8.88,21.0,67.77,0.0,0.0,0.0
9.09,16.0,60.77,0.0,0.0,0.0
9.3,13.0,58.77,0.0,0.0,0.0
9.52,18.0,63.77,0.0,0.0,0.0
9.73,19.0,66.77,0.0,0.0,0.0
9.93,14.0,61.77,0.0,0.0,0.0
10.13,19.0,62.77,0.0,0.0,0.0
10.35,9.0,59.77,0.0,0.0,0.0
10.55,5.0,59.77,0.0,0.0,0.0
10.75,18.0,60.77,0.0,0.0,0.0
10.96,21.0,59.77,0.0,0.0,0.0
11.17,18.0,67.77,0.0,0.0,0.0
11.38,20.0,68.77,0.0,0.0,0.0
11.59,19.0,64.77,0.0,0.0,0.0
11.81,19.0,62.77,0.0,0.0,0.0
12.03,12.0,59.77,0.0,0.0,0.0
12.24,12.0,66.77,0.0,0.0,0.0
12.44,12.0,58.77,0.0,0.0,0.0
12.65,13.0,59.77,0.0,0.0,0.0
12.87,8.0,65.77,0.0,0.0,0.0
13.08,9.0,62.77,0.0,0.0,0.0
13.29,15.0,60.77,0.0,0.0,0.0
13.49,5.0,59.77,0.0,0.0,0.0
13.69,10.0,65.77,0.0,0.0,0.0
13.9,8.0,62.77,0.0,0.0,0.0
14.12,19.0,61.77,0.0,0.0,0.0
14.33,10.0,67.77,0.0,0.0,0.0
14.53,12.0,67.77,0.0,0.0,0.0
14.75,18.0,67.77,0.0,0.0,0.0
14.95,10.0,68.77,0.0,0.0,0.0
15.17,5.0,61.77,0.0,0.0,0.0
15.37,6.0,65.77,0.0,0.0,0.0
15.58,14.0,67.77,0.0,0.0,0.0
15.8,15.0,63.77,0.0,0.0,0.0
16.01,17.0,58.77,0.0,0.0,0.0
16.22,17.0,62.77,0.0,0.0,0.0
16.43,19.0,63.77,0.0,0.0,0.0
16.64,13.0,65.77,0.0,0.0,0.0
16.85,19.0,67.77,0.0,0.0,0.0
17.06,11.0,62.77,0.0,0.0,0.0
17.27,15.0,60.77,0.0,0.0,0.0
17.48,19.0,67.77,0.0,0.0,0.0
17.69,12.0,59.77,0.0,0.0,0.0
17.89,6.0,66.77,0.0,0.0,0.0
18.11,16.0,65.77,0.0,0.0,0.0
18.32,17.0,67.77,0.0,0.0,0.0
18.53,16.0,65.77,0.0,0.0,0.0
18.74,7.0,58.77,0.0,0.0,0.0
18.95,19.0,59.77,0.0,0.0,0.0
19.17,17.0,67.77,0.0,0.0,0.0
19.37,17.0,62.77,0.0,0.0,0.0
19.59,10.0,64.77,0.0,0.0,0.0
19.8,10.0,62.77,0.0,0.0,0.0
20.02,15.0,60.77,0.0,0.0,0.0
20.23,14.0,67.77,0.0,0.0,0.0
20.44,10.0,62.77,0.0,0.0,0.0
20.65,11.0,64.77,0.0,0.0,0.0
20.86,13.0,62.77,0.0,0.0,0.0
21.07,16.0,58.77,0.0,0.0,0.0
21.27,16.0,63.77,0.0,0.0,0.0
21.48,8.0,59.77,0.0,0.0,0.0
21.69,8.0,67.77,0.0,0.0,0.0
21.9,18.0,61.77,0.0,0.0,0.0
22.12,12.0,66.77,0.0,0.0,0.0
22.32,7.0,59.77,0.0,0.0,0.0
22.53,18.0,60.77,0.0,0.0,0.0
22.75,11.0,58.77,0.0,0.0,0.0
22.95,8.0,64.77,0.0,0.0,0.0
23.17,5.0,61.77,0.0,0.0,0.0
23.39,7.0,64.77,0.0,0.0,0.0
23.59,15.0,67.77,0.0,0.0,0.0
23.8,21.0,62.77,0.0,0.0,0.0
24.01,5.0,67.77,0.0,0.0,0.0
24.22,8.0,62.77,0.0,0.0,0.0
24.43,7.0,64.77,0.0,0.0,0.0
24.63,14.0,68.77,0.0,0.0,0.0
24.84,11.0,65.77,0.0,0.0,0.0
25.04,5.0,59.77,0.0,0.0,0.0
25.24,20.0,62.77,0.0,0.0,0.0
25.45,20.0,60.77,0.0,0.0,0.0
25.65,6.0,64.77,0.0,0.0,0.0
25.86,17.0,66.77,0.0,0.0,0.0
26.07,14.0,62.77,0.0,0.0,0.0
26.27,14.0,59.77,0.0,0.0,0.0
26.48,12.0,67.77,0.0,0.0,0.0
26.69,7.0,62.77,0.0,0.0,0.0
26.91,20.0,62.77,0.0,0.0,0.0
27.12,18.0,58.77,0.0,0.0,0.0
27.32,19.0,62.77,0.0,0.0,0.0
27.52,7.0,61.77,0.0,0.0,0.0
27.73,20.0,65.77,0.0,0.0,0.0
27.94,8.0,68.77,0.0,0.0,0.0
28.15,14.0,60.77,0.0,0.0,0.0
28.37,12.0,60.77,0.0,0.0,0.0
28.58,10.0,63.77,0.0,0.0,0.0
28.8,8.0,60.77,0.0,0.0,0.0
29.01,6.0,63.77,0.0,0.0,0.0
29.22,20.0,64.77,0.0,0.0,0.0
29.43,11.0,59.77,0.0,0.0,0.0
29.64,12.0,68.77,0.0,0.0,0.0
29.85,16.0,63.77,0.0,0.0,0.0
30.05,9.0,60.77,0.0,0.0,0.0
30.27,12.0,62.77,0.0,0.0,0.0
30.49,11.0,66.77,0.0,0.0,0.0
30.7,15.0,64.77,0.0,0.0,0.0
30.9,15.0,67.77,0.0,0.0,0.0
31.12,17.0,60.77,0.0,0.0,0.0
31.34,15.0,65.77,0.0,0.0,0.0
31.56,12.0,63.77,0.0,0.0,0.0
31.77,12.0,61.77,0.0,0.0,0.0
31.98,20.0,58.77,0.0,0.0,0.0
32.19,18.0,60.77,0.0,0.0,0.0
32.39,8.0,67.77,0.0,0.0,0.0
32.6,5.0,58.77,0.0,0.0,0.0
32.82,15.0,58.77,0.0,0.0,0.0
33.02,14.0,65.77,0.0,0.0,0.0
33.23,14.0,61.77,0.0,0.0,0.0
33.45,8.0,59.77,0.0,0.0,0.0
33.66,21.0,64.77,0.0,0.0,0.0
33.86,9.0,67.77,0.0,0.0,0.0
34.06,19.0,63.77,0.0,0.0,0.0
34.28,5.0,59.77,0.0,0.0,0.0
34.48,11.0,64.77,0.0,0.0,0.0
34.69,17.0,64.77,0.0,0.0,0.0
34.9,17.0,64.77,0.0,0.0,0.0
35.12,6.0,67.77,0.0,0.0,0.0
35.32,16.0,64.77,0.0,0.0,0.0
35.54,14.0,60.77,0.0,0.0,0.0
35.75,16.0,63.77,0.0,0.0,0.0
35.97,19.0,68.77,0.0,0.0,0.0
36.19,14.0,64.77,0.0,0.0,0.0
36.4,14.0,63.77,0.0,0.0,0.0
36.62,18.0,61.77,0.0,0.0,0.0
36.84,20.0,68.77,0.0,0.0,0.0
37.05,21.0,68.77,0.0,0.0,0.0
37.27,13.0,61.77,0.0,0.0,0.0
37.49,9.0,60.77,0.0,0.0,0.0
37.7,8.0,64.77,0.0,0.0,0.0
37.92,10.0,67.77,0.0,0.0,0.0
38.14,7.0,61.77,0.0,0.0,0.0
38.35,11.0,59.77,0.0,0.0,0.0
38.57,11.0,62.77,0.0,0.0,0.0
38.77,6.0,59.77,0.0,0.0,0.0
38.98,11.0,63.77,0.0,0.0,0.0
39.19,7.0,61.77,0.0,0.0,0.0
39.4,14.0,64.77,0.0,0.0,0.0
39.61,21.0,61.77,0.0,0.0,0.0
39.81,18.0,61.77,0.0,0.0,0.0
40.01,16.0,60.77,0.0,0.0,0.0
40.22,20.0,68.77,0.0,0.0,0.0
40.43,19.0,68.77,0.0,0.0,0.0
40.63,12.0,59.77,0.0,0.0,0.0
40.85,8.0,64.77,0.0,0.0,0.0
41.06,11.0,59.77,0.0,0.0,0.0
41.28,18.0,67.77,0.0,0.0,0.0
41.5,5.0,60.77,0.0,0.0,0.0
41.71,15.0,62.77,0.0,0.0,0.0
41.92,6.0,62.77,0.0,0.0,0.0
42.14,17.0,65.77,0.0,0.0,0.0
42.35,15.0,60.77,0.0,0.0,0.0
42.57,10.0,62.77,0.0,0.0,0.0
42.79,16.0,61.77,0.0,0.0,0.0
43.0,9.0,68.77,0.0,0.0,0.0
43.21,16.0,63.77,0.0,0.0,0.0
43.42,17.0,58.77,0.0,0.0,0.0
43.63,19.0,58.77,0.0,0.0,0.0
43.84,20.0,65.77,0.0,0.0,0.0
44.05,7.0,63.77,0.0,0.0,0.0
44.26,13.0,60.77,0.0,0.0,0.0
44.48,18.0,60.77,0.0,0.0,0.0
44.7,18.0,60.77,0.0,0.0,0.0
44.91,19.0,65.77,0.0,0.0,0.0
45.12,17.0,59.77,0.0,0.0,0.0
45.34,7.0,62.77,0.0,0.0,0.0
45.54,6.0,63.77,0.0,0.0,0.0
45.74,14.0,65.77,0.0,0.0,0.0
45.95,16.0,66.77,0.0,0.0,0.0
46.16,16.0,68.77,0.0,0.0,0.0
46.37,15.0,66.77,0.0,0.0,0.0
46.59,14.0,61.77,0.0,0.0,0.0
46.8,6.0,60.77,0.0,0.0,0.0
47.02,9.0,68.77,0.0,0.0,0.0
47.22,19.0,60.77,0.0,0.0,0.0
47.44,11.0,66.77,0.0,0.0,0.0
47.65,7.0,65.77,0.0,0.0,0.0
47.86,13.0,65.77,0.0,0.0,0.0
48.08,15.0,62.77,0.0,0.0,0.0
48.3,6.0,63.77,0.0,0.0,0.0
48.5,21.0,64.77,0.0,0.0,0.0
48.72,8.0,58.77,0.0,0.0,0.0
48.94,13.0,61.77,0.0,0.0,0.0
49.14,5.0,61.77,0.0,0.0,0.0
49.35,16.0,65.77,0.0,0.0,0.0
49.55,21.0,64.77,0.0,0.0,0.0
49.77,16.0,63.77,0.0,0.0,0.0
49.98,13.0,65.77,0.0,0.0,0.0
50.19,15.0,65.77,0.0,0.0,0.0
50.4,12.0,67.77,0.0,0.0,0.0
50.62,11.0,62.77,0.0,0.0,0.0
50.83,6.0,59.77,0.0,0.0,0.0
51.05,9.0,64.77,0.0,0.0,0.0
51.27,19.0,63.77,0.0,0.0,0.0
51.48,20.0,64.77,0.0,0.0,0.0
51.7,6.0,62.77,0.0,0.0,0.0
51.91,12.0,63.77,0.0,0.0,0.0
52.12,15.0,58.77,0.0,0.0,0.0
52.34,8.0,68.77,0.0,0.0,0.0
52.55,15.0,65.77,0.0,0.0,0.0
52.77,18.0,68.77,0.0,0.0,0.0
52.99,6.0,66.77,0.0,0.0,0.0
53.19,12.0,63.77,0.0,0.0,0.0
53.4,19.0,67.77,0.0,0.0,0.0
53.62,18.0,68.77,0.0,0.0,0.0
53.82,9.0,62.77,0.0,0.0,0.0
54.02,12.0,62.77,0.0,0.0,0.0
54.23,14.0,61.77,0.0,0.0,0.0
54.44,16.0,66.77,0.0,0.0,0.0
54.65,10.0,63.77,0.0,0.0,0.0
54.86,10.0,65.77,0.0,0.0,0.0
55.08,15.0,58.77,0.0,0.0,0.0
55.3,5.0,60.77,0.0,0.0,0.0
55.51,14.0,64.77,0.0,0.0,0.0
55.72,19.0,62.77,0.0,0.0,0.0
55.94,8.0,63.77,0.0,0.0,0.0
56.14,7.0,66.77,0.0,0.0,0.0
56.34,5.0,61.77,0.0,0.0,0.0
56.54,14.0,61.77,0.0,0.0,0.0
56.75,13.0,61.77,0.0,0.0,0.0
56.97,19.0,64.77,0.0,0.0,0.0
57.17,9.0,66.77,0.0,0.0,0.0
57.38,17.0,60.77,0.0,0.0,0.0
57.59,11.0,59.77,0.0,0.0,0.0
57.8,5.0,65.77,0.0,0.0,0.0
58.02,5.0,68.77,0.0,0.0,0.0
58.22,5.0,62.77,0.0,0.0,0.0
58.44,6.0,61.77,0.0,0.0,0.0
58.65,11.0,65.77,0.0,0.0,0.0
58.86,8.0,62.77,0.0,0.0,0.0
59.08,12.0,62.77,0.0,0.0,0.0
59.29,11.0,58.77,0.0,0.0,0.0
59.5,12.0,61.77,0.0,0.0,0.0
59.71,10.0,67.77,0.0,0.0,0.0
59.91,12.0,61.77,0.0,0.0,0.0
60.12,12.0,64.77,0.0,0.0,0.0
60.32,8.0,59.77,0.0,0.0,0.0
60.54,10.0,67.77,0.0,0.0,0.0
60.75,17.0,64.77,0.0,0.0,0.0
60.95,15.0,63.77,0.0,0.0,0.0
61.16,11.0,58.77,0.0,0.0,0.0
61.37,19.0,66.77,0.0,0.0,0.0
61.59,12.0,62.77,0.0,0.0,0.0
61.8,15.0,58.77,0.0,0.0,0.0
62.0,17.0,64.77,0.0,0.0,0.0
62.21,9.0,67.77,0.0,0.0,0.0
62.42,11.0,65.77,0.0,0.0,0.0
62.63,13.0,65.77,0.0,0.0,0.0
62.85,21.0,67.77,0.0,0.0,0.0
63.05,21.0,65.77,0.0,0.0,0.0
63.27,11.0,61.77,0.0,0.0,0.0
63.48,13.0,62.77,0.0,0.0,0.0
63.7,6.0,62.77,0.0,0.0,0.0
63.91,5.0,61.77,0.0,0.0,0.0
64.11,17.0,60.77,0.0,0.0,0.0
64.31,10.0,58.77,0.0,0.0,0.0
64.52,5.0,67.77,0.0,0.0,0.0
64.74,6.0,60.77,0.0,0.0,0.0
64.95,19.0,68.77,0.0,0.0,0.0
65.16,17.0,63.77,0.0,0.0,0.0
65.37,8.0,67.77,0.0,0.0,0.0
65.59,10.0,68.77,0.0,0.0,0.0
65.8,10.0,68.77,0.0,0.0,0.0
66.02,14.0,61.77,0.0,0.0,0.0
66.22,15.0,60.77,0.0,0.0,0.0
66.43,9.0,67.77,0.0,0.0,0.0
66.65,12.0,66.77,0.0,0.0,0.0
66.86,17.0,67.77,0.0,0.0,0.0
67.08,20.0,58.77,0.0,0.0,0.0
67.3,21.0,67.77,0.0,0.0,0.0
67.5,13.0,62.77,0.0,0.0,0.0
67.71,17.0,62.77,0.0,0.0,0.0
67.92,7.0,62.77,0.0,0.0,0.0
68.12,13.0,67.77,0.0,0.0,0.0
68.34,9.0,60.77,0.0,0.0,0.0
68.55,13.0,63.77,0.0,0.0,0.0
68.75,16.0,63.77,0.0,0.0,0.0
68.95,12.0,66.77,0.0,0.0,0.0
69.16,11.0,58.77,0.0,0.0,0.0
69.37,19.0,58.77,0.0,0.0,0.0
69.59,20.0,66.77,0.0,0.0,0.0
69.79,10.0,64.77,0.0,0.0,0.0
70.0,21.0,63.77,0.0,0.0,0.0
70.21,10.0,60.77,0.0,0.0,0.0
70.42,6.0,60.77,0.0,0.0,0.0
70.63,11.0,68.77,0.0,0.0,0.0
70.83,20.0,58.77,0.0,0.0,0.0
71.05,10.0,60.77,0.0,0.0,0.0
71.25,14.0,60.77,0.0,0.0,0.0
71.47,9.0,62.77,0.0,0.0,0.0
71.68,20.0,60.77,0.0,0.0,0.0
71.89,17.0,67.77,0.0,0.0,0.0
72.1,5.0,66.77,0.0,0.0,0.0
72.32,14.0,68.77,0.0,0.0,0.0
72.52,12.0,65.77,0.0,0.0,0.0
72.74,9.0,61.77,0.0,0.0,0.0
72.95,21.0,61.77,0.0,0.0,0.0
73.16,16.0,68.77,0.0,0.0,0.0
73.37,16.0,63.77,0.0,0.0,0.0
73.57,21.0,62.77,0.0,0.0,0.0
73.79,8.0,68.77,0.0,0.0,0.0
74.0,21.0,60.77,0.0,0.0,0.0
74.21,14.0,63.77,0.0,0.0,0.0
74.42,6.0,66.77,0.0,0.0,0.0
74.63,12.0,65.77,0.0,0.0,0.0
74.85,12.0,60.77,0.0,0.0,0.0
75.06,5.0,63.77,0.0,0.0,0.0
75.27,16.0,68.77,0.0,0.0,0.0
75.48,9.0,68.77,0.0,0.0,0.0
75.7,8.0,59.77,0.0,0.0,0.0
75.91,16.0,67.77,0.0,0.0,0.0
76.12,17.0,66.77,0.0,0.0,0.0
76.32,8.0,65.77,0.0,0.0,0.0
76.52,11.0,61.77,0.0,0.0,0.0
76.74,11.0,58.77,0.0,0.0,0.0
0.2,9.0,68.77,0.0,0.0,0.0
0.42,7.0,60.77,0.0,0.0,0.0
0.62,15.0,68.77,0.0,0.0,0.0
0.84,6.0,59.77,0.0,0.0,0.0
1.04,17.0,65.77,0.0,0.0,0.0
1.24,19.0,68.77,0.0,0.0,0.0
1.45,14.0,60.77,0.0,0.0,0.0
1.67,7.0,59.77,0.0,0.0,0.0
1.88,9.0,60.77,0.0,0.0,0.0
2.09,15.0,62.77,0.0,0.0,0.0
2.3,13.0,60.77,0.0,0.0,0.0
2.52,18.0,63.77,0.0,0.0,0.0
2.73,5.0,67.77,0.0,0.0,0.0
2.94,18.0,60.77,0.0,0.0,0.0
3.15,10.0,67.77,0.0,0.0,0.0
3.35,10.0,63.77,0.0,0.0,0.0
3.57,17.0,66.77,0.0,0.0,0.0
3.78,14.0,61.77,0.0,0.0,0.0
4.0,5.0,63.77,0.0,0.0,0.0
4.22,16.0,61.77,0.0,0.0,0.0
4.42,19.0,62.77,0.0,0.0,0.0
4.63,17.0,62.77,0.0,0.0,0.0
4.83,16.0,68.77,0.0,0.0,0.0
5.05,15.0,59.77,0.0,0.0,0.0
5.27,20.0,65.77,0.0,0.0,0.0
5.48,19.0,65.77,0.0,0.0,0.0
5.7,16.0,58.77,0.0,0.0,0.0
5.91,11.0,65.77,0.0,0.0,0.0
6.12,5.0,66.77,0.0,0.0,0.0
6.34,11.0,67.77,0.0,0.0,0.0
6.54,8.0,66.77,0.0,0.0,0.0
6.75,18.0,64.77,0.0,0.0,0.0
6.95,15.0,68.77,0.0,0.0,0.0
7.17,8.0,61.77,0.0,0.0,0.0
7.38,14.0,68.77,0.0,0.0,0.0
7.59,21.0,63.77,0.0,0.0,0.0
7.8,5.0,63.77,0.0,0.0,0.0
8.02,6.0,59.77,0.0,0.0,0.0
8.23,9.0,65.77,0.0,0.0,0.0
8.45,16.0,61.77,0.0,0.0,0.0
8.65,15.0,68.77,0.0,0.0,0.0
8.86,8.0,63.77,0.0,0.0,0.0
9.08,13.0,67.77,0.0,0.0,0.0
9.28,20.0,61.77,0.0,0.0,0.0
9.5,19.0,63.77,0.0,0.0,0.0
9.7,16.0,64.77,0.0,0.0,0.0
9.92,20.0,61.77,0.0,0.0,0.0
10.12,8.0,63.77,0.0,0.0,0.0
10.32,13.0,68.77,0.0,0.0,0.0
10.53,5.0,60.77,0.0,0.0,0.0
10.74,18.0,58.77,0.0,0.0,0.0
10.95,9.0,68.77,0.0,0.0,0.0
11.16,11.0,68.77,0.0,0.0,0.0
11.37,6.0,61.77,0.0,0.0,0.0
11.58,8.0,60.77,0.0,0.0,0.0
11.8,14.0,66.77,0.0,0.0,0.0
12.02,12.0,58.77,0.0,0.0,0.0
12.22,11.0,63.77,0.0,0.0,0.0
12.43,14.0,67.77,0.0,0.0,0.0
12.65,8.0,59.77,0.0,0.0,0.0
12.86,6.0,64.77,0.0,0.0,0.0
13.07,6.0,61.77,0.0,0.0,0.0
13.28,19.0,66.77,0.0,0.0,0.0
13.49,11.0,65.77,0.0,0.0,0.0
13.69,11.0,60.77,0.0,0.0,0.0
13.9,19.0,65.77,0.0,0.0,0.0
14.12,7.0,61.77,0.0,0.0,0.0
14.34,11.0,67.77,0.0,0.0,0.0
14.55,19.0,63.77,0.0,0.0,0.0
14.75,12.0,62.77,0.0,0.0,0.0
14.97,10.0,64.77,0.0,0.0,0.0
15.18,15.0,61.77,0.0,0.0,0.0
15.39,7.0,66.77,0.0,0.0,0.0
15.6,10.0,58.77,0.0,0.0,0.0
15.81,15.0,60.77,0.0,0.0,0.0
16.02,12.0,65.77,0.0,0.0,0.0
